source,package_id,package_name,package_title,category,resource_id,resource_name,format,url,status,bytes_or_records,local_path,error
kyivcity,3870075f-4f65-4656-a125-4648ae220c3d,dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep-transport,Дані про місце розміщення зупинок міського електричного та автомобільного транспорту,transport,269ffb2e-dac0-4978-9552-10d29a30724b,31725604_stops,JSON,https://data.kyivcity.gov.ua/dataset/3870075f-4f65-4656-a125-4648ae220c3d/resource/269ffb2e-dac0-4978-9552-10d29a30724b/download/31725604_stops.json,downloaded,3236639,data/kyiv_raw_city_data/kyivcity/dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep/31725604_stops_269ffb2e-dac0-4978-9552-10d29a30724b.json,
kyivcity,3870075f-4f65-4656-a125-4648ae220c3d,dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep-transport,Дані про місце розміщення зупинок міського електричного та автомобільного транспорту,transport,c6f814de-7364-4ac9-937f-1d6956f0f977,stopsKyivCityExpress,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/KYIV_API/transport_public/MapServer/10/query?where=1%3D1&text=&objectIds=&time=&timeRelation=esriTimeRelationOverlaps&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Meter&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&sqlFormat=none&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&uniqueIds=&returnUniqueIdsOnly=false&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,3870075f-4f65-4656-a125-4648ae220c3d,dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep-transport,Дані про місце розміщення зупинок міського електричного та автомобільного транспорту,transport,984462ae-86cd-40b8-a3f5-68064a97408d,stopsFuniculer,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/KYIV_API/transport_public/MapServer/7/query?where=1%3D1&text=&objectIds=&time=&timeRelation=esriTimeRelationOverlaps&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Meter&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&sqlFormat=none&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&uniqueIds=&returnUniqueIdsOnly=false&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,3870075f-4f65-4656-a125-4648ae220c3d,dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep-transport,Дані про місце розміщення зупинок міського електричного та автомобільного транспорту,transport,813c6ebc-4ed6-4743-91ba-503e93f009c9,stopsUndergroundExits,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/KYIV_API/transport_public/MapServer/3/query?where=1%3D1&text=&objectIds=&time=&timeRelation=esriTimeRelationOverlaps&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Meter&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&sqlFormat=none&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&uniqueIds=&returnUniqueIdsOnly=false&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,3870075f-4f65-4656-a125-4648ae220c3d,dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep-transport,Дані про місце розміщення зупинок міського електричного та автомобільного транспорту,transport,93a62dca-e442-43b6-a00e-112c7eb6c13f,stopsUnderground,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/KYIV_API/transport_public/MapServer/4/query?where=1%3D1&text=&objectIds=&time=&timeRelation=esriTimeRelationOverlaps&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Meter&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&sqlFormat=none&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&uniqueIds=&returnUniqueIdsOnly=false&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,3870075f-4f65-4656-a125-4648ae220c3d,dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep-transport,Дані про місце розміщення зупинок міського електричного та автомобільного транспорту,transport,549f54e3-a246-4b5c-845c-51be113073c1,stops,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/KYIV_API/transport_public/MapServer/0/query?where=1%3D1&text=&objectIds=&time=&timeRelation=esriTimeRelationOverlaps&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Meter&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&sqlFormat=none&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&uniqueIds=&returnUniqueIdsOnly=false&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,64b2cf08-5ea3-429a-912c-74634d46e64d,pereliky-normatyvno-pravovykh-aktiv-aktiv-indyvidualnoi-dii-krim-vnutrishnoorhanizatsiinykh-p-aparat,"Переліки нормативно-правових актів, актів індивідуальної дії (крім внутрішньоорганізаційних), прийнятих розпорядником інформації, проекти рішень, що підлягають обговоренню, а також документ розпорядника інформації про визначення особи (осіб) відповідальних за оприлюднення відкритих даних",acts,872264f7-1600-4cc3-aff1-693c28afec45,legalActs,CSV,https://data.kyivcity.gov.ua/uploads/versions/version_1d1dbf8e_v1.3.csv,downloaded,183910,data/kyiv_raw_city_data/kyivcity/pereliky-normatyvno-pravovykh-aktiv-aktiv-indyvidualnoi-dii-krim-vnutrishnoorhanizatsiinyk/legalacts_872264f7-1600-4cc3-aff1-693c28afec45.csv,
kyivcity,64b2cf08-5ea3-429a-912c-74634d46e64d,pereliky-normatyvno-pravovykh-aktiv-aktiv-indyvidualnoi-dii-krim-vnutrishnoorhanizatsiinykh-p-aparat,"Переліки нормативно-правових актів, актів індивідуальної дії (крім внутрішньоорганізаційних), прийнятих розпорядником інформації, проекти рішень, що підлягають обговоренню, а також документ розпорядника інформації про визначення особи (осіб) відповідальних за оприлюднення відкритих даних",acts,9d12580d-7efe-4e4a-8224-5f7688e18482,legalActs_KMVA,CSV,https://data.kyivcity.gov.ua/dataset/64b2cf08-5ea3-429a-912c-74634d46e64d/resource/9d12580d-7efe-4e4a-8224-5f7688e18482/download/legalacts_kmva.csv,downloaded,1178975,data/kyiv_raw_city_data/kyivcity/pereliky-normatyvno-pravovykh-aktiv-aktiv-indyvidualnoi-dii-krim-vnutrishnoorhanizatsiinyk/legalacts_kmva_9d12580d-7efe-4e4a-8224-5f7688e18482.csv,
kyivcity,64b2cf08-5ea3-429a-912c-74634d46e64d,pereliky-normatyvno-pravovykh-aktiv-aktiv-indyvidualnoi-dii-krim-vnutrishnoorhanizatsiinykh-p-aparat,"Переліки нормативно-правових актів, актів індивідуальної дії (крім внутрішньоорганізаційних), прийнятих розпорядником інформації, проекти рішень, що підлягають обговоренню, а також документ розпорядника інформації про визначення особи (осіб) відповідальних за оприлюднення відкритих даних",acts,3ca2024c-f168-4564-9647-90cb859e17bd,legalActs_KMG,CSV,https://data.kyivcity.gov.ua/dataset/64b2cf08-5ea3-429a-912c-74634d46e64d/resource/3ca2024c-f168-4564-9647-90cb859e17bd/download/legalacts_kmg.csv,downloaded,425630,data/kyiv_raw_city_data/kyivcity/pereliky-normatyvno-pravovykh-aktiv-aktiv-indyvidualnoi-dii-krim-vnutrishnoorhanizatsiinyk/legalacts_kmg_3ca2024c-f168-4564-9647-90cb859e17bd.csv,
kyivcity,8027bcf4-865b-4a9a-904c-a83130ed1bde,normatyvy-shcho-zatverdzhuiutsia-ta-pidliahaiut-opryliudnenniu-vidpovidno-do-zakonu-rozporiad-aparat,"Нормативи, що затверджуються та підлягають оприлюдненню відповідно до закону розпорядником інформації",acts,0c8987dd-89b0-4b7c-8b82-e683c38213f9,normatives.csv,CSV,https://data.kyivcity.gov.ua/dataset/8027bcf4-865b-4a9a-904c-a83130ed1bde/resource/0c8987dd-89b0-4b7c-8b82-e683c38213f9/download/normatives.csv,downloaded,14226,data/kyiv_raw_city_data/kyivcity/normatyvy-shcho-zatverdzhuiutsia-ta-pidliahaiut-opryliudnenniu-vidpovidno-do-zakonu-rozpor/normatives_0c8987dd-89b0-4b7c-8b82-e683c38213f9.csv,
