uid,type,title,acceptedDate,number,issuedDate,validFrom,status,publisherName,publisherId,text,url,registrationNumber,registrationDate,registratorName,registratorId
2024-136,Розпорядження міського голови,"Про внесення змін до складу Комісії щодо вирішення проблемних питань, пов'язаних з діяльністю ПрАТ «ХК «Київміськбуд»",2024-05-22,451,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_skladu_komisi_z_pitan_naymenuvan_1006146/,null,null,null,null
2024-137,Розпорядження міського голови,Про надання одноразової адресної матеріальної допомоги окремим категоріям соціально незахищених верств населення з нагоди відзначення Дня Києва у 2024 році,2024-05-22,452,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_skladu_komisi_schodo_virishennya_problemnikh_pitan_povyazanikh_z_diyalnistyu_prat_khk_kivmiskbud/,null,null,null,null
2024-138,Розпорядження міського голови,Про підготовку проєкту міської цільової програми «Управління об'єктами комунальної власності територіальної громади міста Києва на 2025 - 2027 роки»,2024-05-22,453,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_nadannya_odnorazovo_adresno_materialno_dopomogi_okremim__kategoriyam_sotsialno_nezakhischenikh_verstv_naselennya_z_nagodi_vidznachennya_dnya_kiyeva_u_2024_rotsi/,null,null,null,null
2024-139,Розпорядження міського голови,Про затвердження лауреатів мистецької премії «Київ»,2024-05-22,455,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_pidgotovku_proyektu_misko_tsilovo_programi_upravlinnya_obyektami_komunalno_vlasnosti_teritorialno_gromadi_mista_kiyeva_na_2025_-_2027_roki/,null,null,null,null
2024-140,Розпорядження міського голови,Про призначення Климова О. С.,2024-05-22,457,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_laureativ_mistetsko_premi_kiv/,null,null,null,null
2024-141,Розпорядження міського голови,"Про надання безповоротної фінансової допомоги за травень 2024 року працівникам закладів охорони здоров'я - комунальних некомерційних підприємств, що засновані на комунальній власності територіальної громади міста Києва",2024-05-27,463,null,null,Чинний,Київська міська державна адміністрація,00022527,null,null,null,null,null,null
2024-142,Розпорядження міського голови,Про призначення Бережного М. В.,2024-05-29,475,null,null,Чинний,Київська міська державна адміністрація,00022527,null,null,null,null,null,null
2024-143,Розпорядження міського голови,Про внесення змін до структури Департаменту житлово – комунальної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-05-31,480,null,null,Внесення змін,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_priznachennya_berezhnogo_m_v/,null,null,null,null
2024-144,Розпорядження міського голови,Про внесення змін до граничної чисельності працівників структурних підрозділів виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-05-31,483,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_strukturi_departamentu_zhitlovo-komunalno_infrastrukturi_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_1006361/,null,null,null,null
2024-145,Розпорядження міського голови,Про проведення 13 червня 2024 року пленарного засідання ІІІ сесії Київської міської ради ІХ скликання,2024-06-03,487,null,null,Чинний,Київська міська державна адміністрація,00022527,null,null,null,null,null,null
2024-146,Розпорядження міського голови,"Про організаційно-правові заходи, пов'язані з виконанням рішення Київської міської ради від 21 березня 2024 року № 29/7995 «Про реорганізацію Комунального некомерційного підприємства «Київська міська дитяча клінічна інфекційна лікарня» виконавчого органу Київської міської ради (Київської міської державної адміністрації)",2024-06-05,491,null,null,Внесення змін,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_provedennya_13_chervnya_2024_roku_plenarnogo_zasidannya_iii_sesi_kivsko_misko_radi_ikh_sklikannya/,null,null,null,null
2024-147,Розпорядження міського голови,Про внесення змін до розпорядження Київського міського голови від 11 березня 2024 року № 223,2024-06-05,492,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_organizatsiyno-pravovi_zakhodi_povyazani_z_vikonannyam_rishennya_kivsko_misko_radi_vid_21_bereznya_2024_roku__297995_pro_reorganizatsiyu_komunalnogo_nekomertsiynogo_pidpriyemstva_kivska_miska_dityacha_klinichna_infektsiyna_likarnya_vikonavchogo_organu/,null,null,null,null
2024-148,Розпорядження міського голови,Про звільнення Черевичного І. В.,2024-06-07,514,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_kivskogo_miskogo_golovi_vid_11_bereznya_2024_roku__223/,null,null,null,null
2024-149,Розпорядження міського голови,Про затвердження передавального акта Комунального підприємства «Аптека-музей»,2024-06-18,515,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_zvilnennya_cherevichnogo_i_v/,null,null,null,null
2024-150,Розпорядження міського голови,Про затвердження Статуту Комунального підприємства «КИЇВ. ПРОЗОРО» виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-06-18,516,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peredavalnogo_akta_komunalnogo_pidpriyemstva_apteka-muzey/,null,null,null,null
2024-151,Розпорядження міського голови,Про покладання обов'язків директора комунального підприємства «Київтранспарксервіс»,2024-06-18,519,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_statutu_komunalnogo_pidpriyemstva_kiv_prozoro_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi/,null,null,null,null
2024-152,Розпорядження міського голови,Про вирішення фінансових питань,2024-06-18,534,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_pokladannya_obovyazkiv_direktora_komunalnogo_pidpriyemstva_kivtransparkservis/,null,null,null,null
2024-153,Розпорядження міського голови,Про внесення змін до структури Департаменту муніципальної безпеки виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-06-18,535,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_virishennya_finansovikh_pitan_1007155/,null,null,null,null
2024-154,Розпорядження міського голови,Про встановлення інформаційних цифрових стендів для вшанування пам'яті загиблих киян – Захисників та Захисниць України на території Центрального парку культури і відпочинку м. Києва,2024-06-18,539,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_strukturi_departamentu_munitsipalno_bezpeki_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi/,null,null,null,null
2024-155,Розпорядження міського голови,Про звільнення Дунас І. А.,2024-06-18,541,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vstanovlennya_informatsiynikh_tsifrovikh_stendiv_dlya_vshanuvannya_pamyati_zagiblikh_kiyan__zakhisnikiv_ta_zakhisnits_ukrani_na_teritori_tsentralnogo_parku_kulturi_i_vidpochinku_m_kiyeva/,null,null,null,null
2024-156,Розпорядження міського голови,Про внесення змін до персонального складу комісії з реорганізації Комунального закладу професійної (професійно-технічної) освіти «Київський професійний коледж автомобільного транспорту та будівельної механізації» (ідентифікаційний код 02544454) шляхом приєднання до Комунального закладу професійної (професійно-технічної) освіти «Київський професійний коледж артдизайну» (ідентифікаційний код 02544336),2024-06-24,548,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_zvilnennya_dunas_i_a/,null,null,null,null
2024-157,Розпорядження міського голови,"Про внесення змін до розпорядження Київського міського голови від 17.11.2011 № 225 «Про затвердження Порядку роботи з позовними заявами, рішеннями суду у справах, стороною у яких є Київська міська рада, Київський міський голова та заступник міського голови – секретар Київради»",2024-06-24,549,null,null,Внесення змін,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_personalnogo_skladu_komisi_z_reorganizatsi_komunalnogo_zakladu_profesiyno_profesiyno-tekhnichno_osviti_kivskiy_profesiyniy_koledzh_avtomobilnogo_transportu_ta_budivelno_mekhanizatsi_identifikatsiyniy_kod_02544454_shlyakhom_priyednann/,null,null,null,null
2024-158,Розпорядження міського голови,Про проведення 04 липня 2024 року пленарного засідання ІІІ сесії Київської міської ради ІХ скликання,2024-06-24,550,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_kivskogo_miskogo_golovi_vid_17112011__225_pro_zatverdzhennya_poryadku_roboti_z_pozovnimi_zayavami_rishennyami_sudu_u_spravakh_storonoyu_u_yakikh_ye_kivska__miska_rada_kivskiy_miskiy_golova_ta_zastupnik_miskogo_golovi/,null,null,null,null
2024-159,Розпорядження міського голови,Про внесення змін до структури Служби у справах дітей та сім'ї виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-06-24,551,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_provedennya_04_lipnya_2024_roku_plenarnogo_zasidannya_iii_sesi_kivsko_misko_radi_ikh_sklikannya/,null,null,null,null
2024-160,Розпорядження міського голови,"Про організаційно-правові заходи, пов'язані з виконанням рішення Київської міської ради від 08 лютого 2024 року № 7662/7703 «Про реорганізацію Комунального некомерційного підприємства «Дитяча клінічна лікарня № 4 Солом'янського району міста Києва» виконавчого органу Київської міської ради (Київської міської державної адміністрації)",2024-06-24,553,null,null,Внесення змін,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_strukturi_sluzhbi_u_spravakh_ditey_ta_sim_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_1007451/,null,null,null,null
2024-161,Розпорядження міського голови,"Про утворення конкурсної комісії з розгляду, відбору та висунення кондидатів/кандидаток на персональні стипендії Київської міської ради для презерів/призерок олімпіад, конкурсів і турнірів із навчальних предметів у 2024 році",2024-06-24,554,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_organizatsiyno-pravovi_zakhodi_povyazani_z_vikonannyam_rishennya_kivsko_misko_radi_vid_08_lyutogo_2024_roku__76627703_pro_reorganizatsiyu_komunalnogo_nekomertsiynogo_pidpriyemstva_dityacha_klinichna_likarnya__4_solomyanskogo_rayonu_mista_kiyeva_vikona/,null,null,null,null
2024-162,Розпорядження міського голови,Про внесення змін до складу комісії з реорганізації комунального автотранспортного підприємства № 273901 шляхом його приєднання до комунального автотранспортного підприємства № 273904,2024-06-24,555,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_utvorennya_konkursno_komisi_z_rozglyadu_vidboru_ta_visunennya_kondidativkandidatok_na_personalni_stipendi_kivsko_misko_radi_dlya_prezerivprizerok_olimpiad_konkursiv_i_turniriv_iz_navchalnikh_predmetiv_u_2024_rotsi/,null,null,null,null
2024-163,Розпорядження міського голови,Про затвердження Статуту комунального некомерційного підприємства «Клінічний заклад з надання психіатричної допомоги «ПСИХІАТРІЯ» виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-06-24,556,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_skladu_komisi_z_reorganizatsi_komunalnogo_avtotransportnogo_pidpriyemstva__273901_shlyakhom_yogo_priyednannya_do_komunalnogo_avtotransportnogo_pidpriyemstva__273904/,null,null,null,null
2024-164,Розпорядження міського голови,Про виконання обов'язків директора комунального підприємства «Муніципальне управління побутовими відходами» виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-06-24,558,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_statutu_komunalnogo_nekomertsiynogo_pidpriyemstva_klinichniy_zaklad_z_nadannya_psikhiatrichno_dopomogi_psikhiatriya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi/,null,null,null,null
2024-165,Розпорядження міського голови,"Про внесення змін до пункту 2 розпорядження Київського міського голови від 17.11.2022 № 225 «Про затвердження Порядку роботи з судовими та процесуальними документами у справах, стороною (учасником) у яких є Київська міська рада, Київський міський голова та заступник міського голови – секретар Київської міської ради»",2024-07-01,574,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vikonannya_obovyazkiv__direktora_komunalnogo_pidpriyemstva_munitsipalne_upravlinnya_pobutovimi_vidkhodami_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi/,null,null,null,null
2024-166,Розпорядження міського голови,"Про призначення довічних стипендій видатним діячам культури і мистецтва м. Києва Єфремовій В.О., Яблонській Г.Г.",2024-07-01,576,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin__do_punktu_2_rozporyadzhennya_kivskogo_miskogo_golovi_vid_17112022__225_pro_zatverdzhennya_poryadku_roboti_z_sudovimi__ta_protsesualnimi_dokumentami_u_spravakh_storonoyu_uchasnikom_u_yakikh_ye_kivska_miska_rada_kivskiy_miskiy_golova_ta/,null,null,null,null
2024-167,Розпорядження міського голови,Про вирішення фінансових питань,2024-07-01,578,null,null,Чинний,Київська міська державна адміністрація,00022527,null,null,null,null,null,null
2024-168,Розпорядження міського голови,"Про організаційно-правові заходи, пов'язані із виконанням рішення Київської міської ради від 11 квітня 2024 року № 370/8336 «Про зміну назви Комунального підприємства «ЛІК» м. Києва» та реорганізацію шляхом приєднання Комунального підприємства «МІСЬКИЙ МАГАЗИН» виконавчого органу Київської міської ради (Київської міської державної адміністрації)",2024-07-02,581,null,null,Внесення змін,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_virishennya_finansovikh_pitan_1008106/,null,null,null,null
2024-169,Розпорядження міського голови,Про внесення змін до Статуту Закладу фахової передвищої освіти «Київський фаховий медичний коледж ім. П. І. Гаврося»,2024-07-04,591,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_organizatsiyno-pravovi_zakhodi_povyazani_iz_vikonannyam_rishennya_kivsko_misko_radi_vid_11_kvitnya_2024_roku__3708336_pro_zminu_nazvi_komunalnogo_pidpriyemstva_lik_m_kiyeva_ta_reorganizatsiyu_shlyakhom_priyednannya_komunalnogo_pidpriyemstva_miskiy_mag/,null,null,null,null
2024-170,Розпорядження міського голови,"Про надання безповоротної фінансової допомоги за червень 2024 року працівникам закладів охорони здоров'я – комунальних некомерційних підприємств, що засновані на комунальній власності територіальної громади міста Києва",2024-07-04,592,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_statutu_zakladu_fakhovo_peredvischo_osviti_kivskiy_fakhoviy_medichniy_koledzh_im_p_i_gavrosya/,null,null,null,null
2024-171,Розпорядження міського голови,Про погодження встановлення у місті Києві меморіальної дошки на честь Бориса Патона,2024-07-04,593,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_nadannya_bezpovorotno_finansovo_dopomogi_za_cherven_2024_roku_pratsivnikam_zakladiv_okhoroni_zdorovya__komunalnikh_nekomertsiynikh_pidpriyemstv_scho_zasnovani_na_komunalniy_vlasnosti_teritorialno_gromadi_mista_kiyeva/,null,null,null,null
2024-172,Розпорядження міського голови,Про призначення щорічних стипендій видатним діячам культури і мистецтва м. Києва,2024-07-04,594,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_pogodzhennya_vstanovlennya_u_misti_kiyevi_memorialno_doshki_na_chest_borisa_patona/,null,null,null,null
2024-173,Розпорядження міського голови,Про внесення змін до Статуту комунального підприємства «Школярик» Шевченківського район у м. Києва»,2024-07-04,595,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_priznachennya_schorichnikh_stipendiy_vidatnim_diyacham_kulturi_i_mistetstva_m_kiyeva/,null,null,null,null
2024-174,Розпорядження міського голови,Про затвердження переможця інвестиційного конкурсу із залучення інвестора до реалізації проєкту «Облаштування мотузкового парку в парку «Юність» у Святошинському районі»,2024-07-05,599,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_statutu_komunalnogo_pidpriyemstva_shkolyarik_shevchenkivskogo_rayon_u_m_kiyeva/,null,null,null,null
2024-175,Розпорядження міського голови,Про виконання обов'язків директора Державного історико-меморіального Лук'янівського заповідника,2024-07-05,602,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_realizatsi_proyektu_oblashtuvannya_motuzkovogo_parku_v_parku_yunist_u_svyatoshinskomu_rayoni/,null,null,null,null
2024-176,Розпорядження міського голови,Про оголошення Дня жалоби,2024-07-08,610,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vikonannya_obovyazkiv_direktora_derzhavnogo_istoriko-memorialnogo_lukyanivskogo_zapovidnika/,null,null,null,null
2024-177,Розпорядження міського голови,Про внесення змін до структури Департаменту територіального контролю міста Києва виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-07-09,614,null,null,Внесення змін,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_ogoloshennya_dnya_zhalobi_1008505/,null,null,null,null
2024-178,Розпорядження міського голови,Про виконання обов'язків директора КОМУНАЛЬНОГО ПІДПРИЄМСТВА «КИЇВВОДОКАНАЛ» ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ),2024-07-10,619,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_strukturi_departamentu_teritorialnogo_kontrolyu_mista_kiyeva_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_1008509/,null,null,null,null
2024-179,Розпорядження міського голови,Про вирішення фінансових питань,2024-07-10,622,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vikonannya_obovyazkiv_direktora_komunalnogo_pidpriyemstva_kivvodokanal_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi/,null,null,null,null
2024-180,Розпорядження міського голови,Про вирішення фінансових питань,2024-07-10,623,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_virishennya_finansovikh_pitan_1008716/,null,null,null,null
2024-181,Розпорядження міського голови,Про виконання обов'язків директора комунального підприємства «Керуюча компанія з обслуговування житлового фонду Дніпровського району м. Києва»,2024-07-11,627,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_virishennya_finansovikh_pitan_1008720/,null,null,null,null
2024-182,Розпорядження міського голови,Про вирішення фінансових питань,2024-07-12,638,null,null,Чинний,Київська міська державна адміністрація,00022527,null,null,null,null,null,null
2024-183,Розпорядження міського голови,Про внесення змін до структури Департаменту земельних ресурсів виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-07-17,659,null,null,Внесення змін,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_virishennya_finansovikh_pitan_1008718/,null,null,null,null
2024-184,Розпорядження міського голови,"Про утворення робочої групи з пошуку шляхів приведення будівлі критого ринку розташованої на вул. Верхній Вал, 16 до належного технічного стану",2024-07-17,660,null,null,Внесення змін,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_strukturi_departamentu_zemelnikh_resursiv_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_1009007/,null,null,null,null
2024-185,Розпорядження міського голови,Про виконання обов'язків директора комунального підприємства «Київський іподром»,2024-07-17,661,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_utvorennya_robocho_grupi_z_poshuku_shlyakhiv_privedennya_budivli_kritogo_rinku_roztashovano_na_vul_verkhniy_val_16_do_nalezhnogo_tekhnichnogo_stanu/,null,null,null,null
2024-186,Розпорядження міського голови,Про внесення змін до Статуту комунального некомерційного підприємства «Олександрівська клінічна лікарня м. Києва» виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-07-17,662,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vikonannya_obovyazkiv_direktora_komunalnogo_pidpriyemstva_kivskiy_ipodrom/,null,null,null,null
2024-187,Розпорядження міського голови,Про надання одноразової адресної матеріальної допомоги окремим категоріям населення міста Києва з нагоди Дня Незалежності України у 2024 році,2024-07-17,663,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_statutu_komunalnogo_nekomertsiynogo_pidpriyemstva_oleksandrivska_klinichna_likarnya_m_kiyeva_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi/,null,null,null,null
2024-188,Розпорядження міського голови,Про внесення змін до пункту 5 розпорядження Київського міського голови від 31 серпня 2023 року № 778,2024-07-17,664,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_nadannya_odnorazovo_adresno_materialno_dopomogi_okremim_kategoriyam_naselennya_mista_kiyeva_z_nagodi_dnya_nezalezhnosti_ukrani_u_2024_rotsi/,null,null,null,null
2024-189,Розпорядження міського голови,"Про підсумки проведення весняного двомісячника з благоустрою, озеленення та поліпшення санітарного стану міста Києва у 2024 році",2024-07-17,665,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_punktu_5_rozporyadzhennya_kivskogo_miskogo_golovi_vid_31_serpnya_2023_roku__778/,null,null,null,null
2024-190,Розпорядження міського голови,Про внесення змін до складу комісії з реорганізації комунального некомерційного підприємства «Київська міська дитяча клінічна інфекційна лікарня» виконавчого органу Київської міської ради (Київської міської державної адміністрації) (ідентифікаційний код 01993664) шляхом приєднання до комунального некомерційного підприємства «Київський міський центр репродуктивної та перинатальної медицини» виконавчого органу Київської міської ради (Київської міської державної адміністрації) (ідентифікаційний код 02124976),2024-07-22,676,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_pidsumki_provedennya_vesnyanogo_dvomisyachnika_z_blagoustroyu_ozelenennya_ta_polipshennya_sanitarnogo_stanu_mista_kiyeva_u_2024_rotsi/,null,null,null,null
2024-191,Розпорядження міського голови,"Про надання безповоротної фінансової допомоги за липень 2024 року працівникам закладів охорони здоров'я – комунальних некомерційних підприємств, що засновані на комунальній власності територіальної громади міста Києва",2024-07-29,687,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_skladu_komisi_z_reorganizatsi_komunalnogo_nekomertsiynogo_pidpriyemstva_kivska_miska_dityacha_klinichna_infektsiyna_likarnya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_identifikatsiyniy_kod_01993664_sh/,null,null,null,null
2024-192,Розпорядження міського голови,Про внесення змін до Статуту комунального некомерційного підприємства «Київський міський центр репродуктивної перинатальної медицини» виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-07-29,688,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_nadannya_bezpovorotno_finansovo_dopomogi_za_lipen_2024_roku_pratsivnikam_zakladiv_okhoroni_zdorovya__komunalnikh_nekomertsiynikh_pidpriyemstv_scho_zasnovani_na_komunalniy_vlasnosti_teritorialno_gromadi_mista_kiyeva/,null,null,null,null
2024-193,Розпорядження міського голови,Про виконання обов'язків директора Державного архіву м. Києва виконавчого органу Київської міської ради (Київської міської державної адміністрації),2024-07-29,690,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_statutu_komunalnogo_nekomertsiynogo_pidpriyemstva_kivskiy_miskiy_tsentr_reproduktivno_perinatalno_meditsini_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi/,null,null,null,null
2024-194,Розпорядження міського голови,"Про організаційно-правові заходи, пов'язані із виконанням рішення Київської міської ради від 04 липня 2024 року № 1756/9722 «Про реорганізацію Комунального підприємства «АВТОТРАНСПОРТНИК» виконавчого органу Київської міської ради (Київської міської державної адміністрації) шляхом перетворення в Комунальну організацію «АВТОТРАНСПОРТНИК» Київської міської ради»",2024-07-30,693,null,null,Внесення змін,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vikonannya_obovyazkiv_direktora_derzhavnogo_arkhivu_m_kiyeva_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_1009763/,null,null,null,null
2024-195,Розпорядження міського голови,"Про внесення змін до Порядку підготовки, погодження та видання розпоряджень Київського міського голови",2024-07-30,695,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_organizatsiyno-pravovi_zakhodi_povyazani_iz_vikonannyam_rishennya_kivsko_misko_radi_vid_04_lipnya_2024_roku__17569722_pro_reorganizatsiyu_komunalnogo_pidpriyemstva_avtotransportnik_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administr/,null,null,null,null
2024-196,Розпорядження міського голови,Про затвердження Статуту комунального некомерційного підприємства «Центр спортивної медицини міста Києва»,2024-08-01,707,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_poryadku_pidgotovki_pogodzhennya_ta_vidannya_rozporyadzhen_kivskogo_miskogo_golovi_1009626/,null,null,null,null
2024-197,Розпорядження міського голови,Про утворення робочої групи із розробки додаткових механізмів захисту об'єктів культурної спадщини на території міста Києва,2024-08-06,715,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_statutu_komunalnogo_nekomertsiynogo_pidpriyemstva_tsentr_sportivno_meditsini_mista_kiyeva_1009785/,null,null,null,null
2024-198,Розпорядження міського голови,"Про внесення змін до Порядку підготовки, погодження та видання розпоряджень Київського міського голови",2024-08-08,724,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_utvorennya_robocho_grupi_iz_rozrobki_dodatkovikh_mekhanizmiv_zakhistu_obyektiv_kulturno_spadschini_na_teritori_mista_kiyeva/,null,null,null,null
2024-199,Розпорядження міського голови,"Про внесення змін до Положення про Київський міський Центр гендерної рівності, запобігання та протидії насильству",2024-08-12,729,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_poryadku_pidgotovki_pogodzhennya_ta_vidannya_rozporyadzhen_kivskogo_miskogo_golovi_1010372/,null,null,null,null
2024-200,Розпорядження міського голови,Про внесення змін до Положення про Центр комплексної реабілітації та надання соціальних послуг для дітей та осіб з інвалідністю,2024-08-12,730,null,null,Чинний,Київська міська державна адміністрація,00022527,null,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_polozhennya_pro_kivskiy_miskiy_tsentr_genderno_rivnosti_zapobigannya_ta_protidi_nasilstvu/,null,null,null,null
